-33.68468796,-53.55825511
-16.76205971,-49.43835353
-18.48328653,-47.39246688
-16.19742263,-48.70606634
-19.15215496,-45.45573879
-1.72220869,-48.87922299
-25.997706,-55.93600203
-7.360945593,-39.04849724
-13.25072403,-41.6647145
-8.723754441,-39.11455044
-23.30398879,-50.31294679
-27.61310466,-51.02371753
-4.953725594,-48.3936633
-26.57205552,-52.32332769
-20.30012472,-42.47466545
-7.903848635,-34.90728566
-9.62222144,-49.1565052
-25.90792214,-57.08595215
-20.35951055,-43.14423334
-4.947536067,-47.50075583
-11.65796602,-38.02005176
-1.959697851,-48.20010913
-4.221229002,-38.70584602
-2.888078925,-40.11862948
-6.435330596,-36.64086372
-8.217629811,-41.08210447
-31.86695538,-54.16194896
-6.089524357,-39.4483622
-15.19445663,-56.36366249
-9.832001849,-66.90211693
-17.39644074,-50.37531017
-5.578395076,-36.91147004
-19.06727134,-42.54951743
-21.6824745,-51.07411741
-16.41653762,-50.1683157
-21.23295883,-49.6455401
-24.66108304,-48.99258244
-10.53565083,-38.11580082
-7.751223345,-37.63667844
-5.492702203,-36.50776777
-20.07832057,-41.12641123
-4.131876493,-43.32515206
-8.511781496,-41.00987686
-0.155245669,-50.38651873
-8.46008428,-35.9450215
-5.797960164,-42.65849239
-27.40916503,-49.82248286
-27.26663408,-49.70842855
-6.805462963,-50.48496532
-17.99184156,-42.3810038
-14.05145442,-52.16054408
-5.891858742,-42.63407342
-7.511861234,-37.63601119
-9.262426925,-37.9383001
-20.44569955,-52.87941977
-20.05803466,-48.10727823
-26.99892578,-51.5532555
-2.840868045,-42.11924016
-18.54869348,-40.98575796
-11.86228031,-38.76418339
-14.98139082,-47.78267044
-18.07970655,-48.76430298
-6.203925745,-38.29445208
-8.706524114,-35.52660459
-28.16770242,-52.03145528
-22.05768082,-46.97389908
-20.9444158,-45.3918394
-9.111685279,-37.1229247
-21.93240903,-46.71801702
-27.07589338,-52.98129676
-22.47378096,-46.63183695
-22.88165657,-49.24254741
-22.59822226,-47.87379962
-17.08067713,-40.9386988
-26.87984642,-52.85722421
-15.74141061,-48.25973287
-27.69680874,-48.82477529
-15.74661276,-41.45835247
-9.027970038,-75.52066368
-29.64521561,-53.25192351
-22.46990306,-48.98673152
-25.99037835,-49.33471831
-18.98506379,-40.7440361
-7.092219303,-38.16837073
-6.560068881,-47.47709453
-9.776677793,-77.60196046
-19.50116132,-41.07500059
-14.12737271,-39.89398447
-6.569297134,-40.12178113
-21.97408716,-44.60459265
-28.2389832,-53.77093915
-22.17145575,-44.64172544
-7.041126302,-35.62711467
-7.060767945,-35.7638781
-8.466930683,-36.77906965
-6.947389271,-35.53378744
-7.008732994,-40.93704432
-12.13397218,-38.42109022
-23.55081398,-47.89837864
-26.20526327,-58.08389481
-22.20225015,-46.61430707
-2.406687991,-44.41846178
-3.583787736,-40.54356132
-7.737103732,-36.05137976
-18.32599257,-53.70465199
-17.51994005,-39.20394099
-4.626612372,-43.46927787
-27.65832048,-54.765315
-20.75852244,-41.53859278
-29.78909955,-55.80249671
-7.242380322,-40.85691779
-27.83493413,-54.05619448
-21.88018657,-42.71795458
-1.946609567,-54.73876814
-6.405748167,-38.01454019
-16.08385457,-48.50800187
-21.42610319,-45.94811544
-20.64010957,-40.75463878
-21.95316237,-51.4143813
-21.15399915,-43.7721397
-27.70057818,-49.3277777
-6.899451331,-36.01125836
-7.430191569,-34.90595004
-7.604202032,-35.22986429
-11.30599409,-48.93648464
-14.70932696,-39.64182152
-11.56780666,-47.16620672
-1.521346879,-52.58197435
-16.17892242,-40.69450345
-6.147907704,-37.76388224
-25.31929582,-49.30415573
-28.11541338,-52.91466576
-17.72893543,-49.48127453
-18.97446742,-41.97035291
-27.25062852,-53.0345808
-20.86353027,-46.38818695
-9.867158944,-56.08713018
-11.92873712,-61.99579969
-20.52399243,-49.05894969
-3.204452656,-52.21036076
-4.166375744,-45.47097567
-24.79875869,-52.71327151
-6.998787014,-39.73592236
-21.24922515,-46.13905527
-8.487793235,-36.05954876
-21.02183353,-47.37159691
-28.77733722,-52.98971496
2.988222481,-61.30761245
-21.58099123,-50.16394766
-4.213396595,-44.44635303
-3.667278714,-45.84247283
-12.14052995,-61.83791304
-17.31576856,-53.21854881
-27.4338195,-51.90488246
-11.67214797,-51.37759051
-20.43145947,-41.87412944
-5.293055046,-36.76164325
-29.38019389,-51.31352682
-16.94666876,-53.52763374
-14.19850226,-49.33680514
-20.42132423,-41.96734609
-5.256744756,-42.20992077
-14.51414132,-56.47806573
-9.714698426,-63.31929388
-14.13996581,-47.51768909
-23.13170998,-52.31932747
-9.110273807,-45.93359562
-24.02288887,-53.44048919
-21.02860049,-43.40705281
-19.06227259,-41.02125727
-5.509348405,-38.27462955
-17.83020499,-53.28242384
-23.87637623,-53.89625538
-5.039281328,-42.46150035
-23.5310306,-47.25497427
-3.227652405,-64.80111421
-19.4178787,-41.73209415
-20.32099298,-49.91094848
-22.07687755,-51.47266603
-22.07897885,-49.72068626
-29.10202613,-56.565982
-22.44394899,-49.76273943
-20.11024679,-43.05385212
-12.47889893,-49.12531646
-29.99188068,-51.08131008
-18.73383175,-43.36417123
-8.424603591,-43.77736754
-14.48444141,-46.49433439
-22.78174705,-51.23013568
-11.34668106,-62.28515501
3.653084583,-61.41854609
-23.10621476,-55.22577847
2.052309988,-50.79604435
-1.675621773,-46.00280381
-23.0947336,-52.78703418
-8.377341141,-35.45034377
-30.87605686,-52.2514159
-13.92790243,-49.29829914
-6.244870154,-42.85076141
-5.569532886,-46.74765251
-13.03188517,-39.59723404
-3.363205451,-68.19951213
-10.13027122,-76.19266689
-12.39757799,-38.75352516
-11.44337702,-41.43934584
-22.73783504,-47.33352043
-16.25304472,-49.97985118
-21.72924101,-48.11507372
-20.29899296,-49.73194875
-27.36112523,-53.18346017
-3.363236239,-39.8295876
-16.6199946,-51.09475311
-7.567367989,-37.06301796
-22.70926635,-46.77241958
-10.13527847,-36.93529824
-20.50554583,-42.80123226
-25.91725667,-53.46909121
-9.68532039,-36.3080832
-14.6142574,-41.13901569
-24.64532911,-53.13367952
-0.997187441,-49.93578615
-3.264935477,-44.61668264
-22.12938936,-47.66234087
-3.56735124,-61.3967831
-6.364775202,-48.07384327
-1.364292741,-48.37467489
-16.32854467,-48.95335414
-3.470236426,-51.20065814
-3.674351303,-43.1093417
-20.48273926,-55.81079956
-22.18562855,-52.71948991
-20.79598233,-40.64289451
-26.53868327,-53.33236078
-12.79524184,-41.32864666
-23.05373544,-50.23078026
-10.34358203,-39.83377788
-22.06996182,-46.57276642
-20.89522052,-51.37899003
-28.62877072,-51.58017934
-21.74156703,-44.31206799
-23.49220746,-48.41428288
-17.72599492,-42.27296343
-22.15311465,-53.77122902
-8.888209952,-36.28803456
-27.57089296,-48.98829591
-12.00911957,-44.70014247
-6.088272326,-42.74038983
-6.392195499,-47.86151798
-5.658329221,-36.6097336
-23.00155729,-44.31994146
-12.15190115,-39.24405616
-23.19507325,-51.91578822
-18.33699543,-48.21895163
-22.78898882,-48.12695034
-22.29500841,-51.38693843
-16.45895516,-49.95885546
-9.186068358,-43.0497574
-27.69021948,-51.12758652
-27.90166622,-49.13206418
-3.746412827,-61.65793251
-28.97024785,-52.01064559
-10.41315739,-38.3323452
-25.43907579,-48.71953228
-6.774744662,-39.98710491
-7.219454313,-44.19351847
-12.43393997,-39.11787863
-21.32150982,-43.74550293
-27.51955353,-48.76643421
-19.65375821,-42.87832068
-10.57215597,-40.27582699
-22.19099235,-55.94793886
-6.214078049,-37.88367214
-25.98085577,-50.19761392
-28.85702208,-51.28871243
-21.01966424,-42.11129754
-6.785072475,-38.0805699
-22.84998958,-45.23288343
-16.82025493,-49.24725498
-18.29452277,-51.15202005
-9.952827806,-47.97203694
-20.08773283,-51.09655311
-20.44919342,-50.88392377
-21.62571454,-42.10202296
-21.1527549,-41.56965394
-9.540220016,-57.45910977
-24.51129507,-48.84468797
-1.459001851,-45.08680614
-27.03797357,-49.38893554
-5.653897572,-37.79490119
-11.66074981,-38.08062945
-18.96499553,-51.92594596
-27.90720752,-55.74417884
-13.85585001,-39.74472609
-23.55042737,-51.46391658
-7.198391671,-59.88524595
-3.945453945,-39.43624907
-10.27848023,-37.01507396
-20.46699928,-55.78723439
-3.899690046,-38.38987466
-27.15916322,-52.14271086
-6.852140363,-35.37932868
-19.19597681,-44.24968038
-10.91001463,-37.06827396
-23.43707483,-47.06122668
-12.21439084,-38.2019574
-4.558660569,-37.76820147
-14.42843997,-41.46512607
-21.20811074,-50.44052312
-11.33333485,-38.95991699
-21.34509872,-43.37399037
-4.369119906,-38.81282684
-7.783307563,-35.08310665
-23.50337758,-47.61701062
-19.82052518,-40.27678545
-16.3567544,-49.68082471
-16.8527842,-42.06405137
-15.90328694,-52.24504709
-16.90914987,-49.44804942
-7.167448973,-48.5273906
-8.807963953,-49.55727441
-12.9272516,-49.83141774
-15.7240583,-51.83777506
-7.192785336,-48.20478071
-16.85694296,-53.03165243
-6.579904432,-48.64270834
-2.950695775,-45.66547354
-15.09129495,-50.631915
-18.64603463,-48.19378836
-5.646993423,-48.12357508
-2.891303425,-41.90532873
-22.94270013,-55.63223184
-12.08884484,-38.49725572
-30.90972858,-51.50504616
-4.888236664,-46.00866472
-20.08861748,-47.78764823
-23.13398862,-49.05394877
-21.91065075,-44.25589704
-22.6722259,-44.44450842
-9.755300493,-36.66177388
-7.655045898,-49.06408633
-20.66908705,-42.51821262
-23.41576214,-51.42634991
-18.4361838,-49.18514816
-24.14118896,-49.82395646
-19.03495322,-46.1549118
-24.3136483,-51.78607212
-15.46452449,-58.34290822
-26.37588907,-48.7192476
-6.828543437,-35.75550429
-28.93609914,-49.49224683
-21.78498103,-48.17841829
